"COD_VIAJE","CLIENTE","UBICACION","CANTIDAD","PILOTO","Q","CREDITO","UNIDAD","FECHA"
10001035,"UBIQUO LABS |||FALTANTE",76002,287,"Hector Aragones Frutos",71.75,90,"Panel","06-2018"
10001036,"TAQUERIA EL CHINITO",76001,1318,"Luis Jaime Urbano",329.5,60,"Camion Grande","06-2018"
10001037,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,906,"Pedro Alvarez Parejo",226.5,60,"Camion Pequeño","06-2018"
10001038,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1921,"Angel Valdez Alegria",480.25,90,"Camion Grande","06-2018"
10001039,"EL PINCHE OBELISCO / Despacho a cliente",76001,1279,"Pedro Alvarez Parejo",319.75,30,"Camion Grande","06-2018"
10001040,"UBIQUO LABS",76001,445,"Ismael Rodero Monteagudo",111.25,60,"Panel","06-2018"
10001041,"EL GALLO NEGRO / Despacho a cliente",76002,1616,"Fernando Mariano Berrio",404,30,"Camion Grande","06-2018"
10001042,"BAR LA OFICINA",76001,868,"Hector Giron",217,30,"Camion Pequeño","06-2018"
10001043,"ABARROTERIA EBENEZER/Despacho a cliente",76002,789,"Pedro Alvarez Parejo",197.25,30,"Camion Pequeño","06-2018"
10001044,"POLLO PINULITO|||FALTANTE",76001,547,"Luis Jaime Urbano",136.75,90,"Camion Pequeño","06-2018"
10001045,"EL GALLO NEGRO / Despacho a cliente",76002,700,"Felipe Villatoro",175,90,"Camion Pequeño","06-2018"
10001046,"TAQUERIA EL CHINITO |||Faltante",76002,1377,"Ismael Rodero Monteagudo",344.25,30,"Camion Grande","06-2018"
10001047,"POLLO PINULITO|||FALTANTE",76001,1326,"Angel Valdez Alegria",331.5,60,"Camion Grande","06-2018"
10001048,"EL GALLO NEGRO / Despacho a cliente",76002,322,"Juan Francisco Portillo Gomez",80.5,60,"Panel","06-2018"
10001049,"ABARROTERIA EBENEZER/Despacho a cliente",76001,223,"Luis Jaime Urbano",55.75,60,"Panel","06-2018"
10001050,"TAQUERIA EL CHINITO |||Faltante",76001,1767,"Luis Jaime Urbano",441.75,90,"Camion Grande","06-2018"
10001051,"POLLO PINULITO|||FALTANTE",76001,1048,"Hector Giron",262,90,"Camion Grande","06-2018"
10001052,"HOSPITAL ROOSEVELT / Despacho a cliente",76001,1114,"Angel Valdez Alegria",278.5,60,"Camion Grande","06-2018"
10001053,"HOSPITAL LAS AMERICAS",76002,740,"Felipe Villatoro",185,90,"Camion Pequeño","06-2018"
10001054,"EL GALLO NEGRO / Despacho a cliente",76002,776,"Angel Valdez Alegria",194,60,"Camion Pequeño","06-2018"
10001055,"UBIQUO LABS |||FALTANTE",76002,609,"Felipe Villatoro",152.25,60,"Camion Pequeño","06-2018"
10001056,"EL GALLO NEGRO |||DEVOLUCION",76002,1660,"Luis Jaime Urbano",415,30,"Camion Grande","06-2018"
10001057,"HOSPITAL ROOSEVELT / Despacho a cliente",76001,272,"Luis Jaime Urbano",68,60,"Panel","06-2018"
10001058,"POLLO PINULITO|||FALTANTE",76001,526,"Fernando Mariano Berrio",131.5,90,"Camion Pequeño","06-2018"
10001059,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,598,"Angel Valdez Alegria",149.5,90,"Camion Pequeño","06-2018"
10001060,"TIENDA LA BENDICION / Despacho a cliente",76002,747,"Hector Aragones Frutos",186.75,90,"Camion Pequeño","06-2018"
10001061,"EL PINCHE OBELISCO |||Faltante",76002,1351,"Felipe Villatoro",337.75,90,"Camion Grande","06-2018"
10001062,"UBIQUO LABS |||FALTANTE",76001,1515,"Angel Valdez Alegria",378.75,60,"Camion Grande","06-2018"
10001063,"EL GALLO NEGRO |||DEVOLUCION",76002,1499,"Pedro Alvarez Parejo",374.75,30,"Camion Grande","06-2018"
10001064,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,1757,"Angel Valdez Alegria",439.25,90,"Camion Grande","06-2018"
10001065,"UBIQUO LABS |||FALTANTE",76001,1613,"Ismael Rodero Monteagudo",403.25,30,"Camion Grande","06-2018"
10001066,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1928,"Pedro Alvarez Parejo",482,30,"Camion Grande","06-2018"
10001067,"BAR LA OFICINA",76002,1124,"Angel Valdez Alegria",281,30,"Camion Grande","06-2018"
10001068,"TIENDA LA BENDICION / Despacho a cliente",76002,1052,"Luis Jaime Urbano",263,30,"Camion Grande","06-2018"
10001069,"ABARROTERIA EBENEZER/Despacho a cliente",76001,1035,"Luis Jaime Urbano",258.75,90,"Camion Grande","06-2018"
10001070,"UBIQUO LABS",76001,1275,"Luis Jaime Urbano",318.75,90,"Camion Grande","06-2018"
10001071,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,323,"Ismael Rodero Monteagudo",80.75,30,"Panel","06-2018"
10001072,"POLLO PINULITO/Despacho a cliente",76002,1496,"Luis Jaime Urbano",374,60,"Camion Grande","06-2018"
10001073,"ABARROTERIA EBENEZER/Despacho a cliente",76002,771,"Hector Aragones Frutos",192.75,30,"Camion Pequeño","06-2018"
10001074,"UBIQUO LABS |||FALTANTE",76002,1625,"Ismael Rodero Monteagudo",406.25,90,"Camion Grande","06-2018"
10001075,"TIENDA LA BENDICION / Despacho a cliente",76001,1252,"Luis Jaime Urbano",313,60,"Camion Grande","06-2018"
10001076,"HOSPITAL LAS AMERICAS",76002,1199,"Fernando Mariano Berrio",299.75,60,"Camion Grande","06-2018"
10001077,"POLLO PINULITO/Despacho a cliente",76002,1889,"Hector Giron",472.25,90,"Camion Grande","06-2018"
10001078,"POLLO PINULITO|||FALTANTE",76002,1051,"Juan Francisco Portillo Gomez",262.75,90,"Camion Grande","06-2018"
10001079,"BAR LA OFICINA",76002,595,"Hector Giron",148.75,30,"Camion Pequeño","06-2018"
10001080,"EL PINCHE OBELISCO / Despacho a cliente",76002,965,"Hector Giron",241.25,30,"Camion Pequeño","06-2018"
10001081,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76002,1615,"Angel Valdez Alegria",403.75,60,"Camion Grande","06-2018"
10001082,"TAQUERIA EL CHINITO",76002,296,"Hector Aragones Frutos",74,30,"Panel","06-2018"
10001083,"POLLO PINULITO/Despacho a cliente",76001,1784,"Fernando Mariano Berrio",446,90,"Camion Grande","06-2018"
10001084,"BAR LA OFICINA",76002,386,"Felipe Villatoro",96.5,60,"Panel","06-2018"
10001085,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,1176,"Luis Jaime Urbano",294,90,"Camion Grande","06-2018"
10001086,"TAQUERIA EL CHINITO",76001,259,"Ismael Rodero Monteagudo",64.75,90,"Panel","06-2018"
10001087,"UBIQUO LABS",76002,443,"Juan Francisco Portillo Gomez",110.75,90,"Panel","06-2018"
10001088,"UBIQUO LABS",76002,917,"Fernando Mariano Berrio",229.25,90,"Camion Pequeño","06-2018"
10001089,"BAR LA OFICINA",76001,917,"Juan Francisco Portillo Gomez",229.25,90,"Camion Pequeño","06-2018"
10001090,"BAR LA OFICINA",76001,406,"Pedro Alvarez Parejo",101.5,90,"Panel","06-2018"
10001091,"EL PINCHE OBELISCO / Despacho a cliente",76002,1674,"Fernando Mariano Berrio",418.5,60,"Camion Grande","06-2018"
10001092,"UBIQUO LABS",76002,546,"Felipe Villatoro",136.5,30,"Camion Pequeño","06-2018"
10001093,"TAQUERIA EL CHINITO |||Faltante",76001,1263,"Hector Giron",315.75,60,"Camion Grande","06-2018"
10001094,"HOSPITAL LAS AMERICAS",76001,509,"Juan Francisco Portillo Gomez",127.25,90,"Camion Pequeño","06-2018"
10001095,"BAR LA OFICINA",76001,1840,"Pedro Alvarez Parejo",460,30,"Camion Grande","06-2018"
10001096,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1472,"Luis Jaime Urbano",368,30,"Camion Grande","06-2018"
10001097,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,242,"Pedro Alvarez Parejo",60.5,30,"Panel","06-2018"
10001098,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,880,"Ismael Rodero Monteagudo",220,90,"Camion Pequeño","06-2018"
10001099,"UBIQUO LABS |||FALTANTE",76002,1028,"Hector Aragones Frutos",257,30,"Camion Grande","06-2018"
10001100,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76002,1830,"Pedro Alvarez Parejo",457.5,30,"Camion Grande","06-2018"
10001101,"HOSPITAL ROOSEVELT / Despacho a cliente",76001,597,"Hector Giron",149.25,60,"Camion Pequeño","06-2018"
10001102,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,1755,"Hector Aragones Frutos",438.75,30,"Camion Grande","06-2018"
10001103,"EL PINCHE OBELISCO |||Faltante",76002,608,"Luis Jaime Urbano",152,90,"Camion Pequeño","06-2018"
10001104,"TIENDA LA BENDICION / Despacho a cliente",76002,883,"Fernando Mariano Berrio",220.75,30,"Camion Pequeño","06-2018"
10001105,"HOSPITAL ROOSEVELT / Despacho a cliente",76001,677,"Hector Aragones Frutos",169.25,60,"Camion Pequeño","06-2018"
10001106,"TAQUERIA EL CHINITO",76001,1554,"Fernando Mariano Berrio",388.5,30,"Camion Grande","06-2018"
10001107,"UBIQUO LABS",76001,1004,"Pedro Alvarez Parejo",251,60,"Camion Grande","06-2018"
10001108,"EL GALLO NEGRO / Despacho a cliente",76001,540,"Hector Giron",135,60,"Camion Pequeño","06-2018"
10001109,"EL PINCHE OBELISCO / Despacho a cliente",76001,1936,"Hector Giron",484,30,"Camion Grande","06-2018"
10001110,"TAQUERIA EL CHINITO |||Faltante",76002,1227,"Felipe Villatoro",306.75,30,"Camion Grande","06-2018"
10001111,"POLLO PINULITO|||FALTANTE",76001,1266,"Hector Giron",316.5,60,"Camion Grande","06-2018"
10001112,"POLLO PINULITO|||FALTANTE",76002,1291,"Felipe Villatoro",322.75,60,"Camion Grande","06-2018"
10001113,"TAQUERIA EL CHINITO",76002,1470,"Hector Aragones Frutos",367.5,60,"Camion Grande","06-2018"
10001114,"EL PINCHE OBELISCO |||Faltante",76002,1029,"Luis Jaime Urbano",257.25,30,"Camion Grande","06-2018"
10001115,"TIENDA LA BENDICION / Despacho a cliente",76002,614,"Luis Jaime Urbano",153.5,30,"Camion Pequeño","06-2018"
10001116,"POLLO PINULITO|||FALTANTE",76002,809,"Pedro Alvarez Parejo",202.25,60,"Camion Pequeño","06-2018"
10001117,"HOSPITAL LAS AMERICAS",76001,986,"Hector Giron",246.5,90,"Camion Pequeño","06-2018"
10001118,"TAQUERIA EL CHINITO |||Faltante",76002,1573,"Felipe Villatoro",393.25,60,"Camion Grande","06-2018"
10001119,"TIENDA LA BENDICION / Despacho a cliente",76002,227,"Hector Aragones Frutos",56.75,60,"Panel","06-2018"
10001120,"POLLO PINULITO|||FALTANTE",76002,723,"Hector Giron",180.75,60,"Camion Pequeño","06-2018"
10001121,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,351,"Hector Aragones Frutos",87.75,60,"Panel","06-2018"
10001122,"POLLO PINULITO/Despacho a cliente",76002,1865,"Hector Giron",466.25,60,"Camion Grande","06-2018"
10001123,"POLLO PINULITO/Despacho a cliente",76001,1480,"Luis Jaime Urbano",370,60,"Camion Grande","06-2018"
10001124,"POLLO PINULITO/Despacho a cliente",76002,1206,"Felipe Villatoro",301.5,90,"Camion Grande","06-2018"
10001125,"TAQUERIA EL CHINITO",76001,576,"Ismael Rodero Monteagudo",144,90,"Camion Pequeño","06-2018"
10001126,"UBIQUO LABS",76002,1273,"Ismael Rodero Monteagudo",318.25,30,"Camion Grande","06-2018"
10001127,"EL GALLO NEGRO / Despacho a cliente",76001,1598,"Ismael Rodero Monteagudo",399.5,30,"Camion Grande","06-2018"
10001128,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,318,"Ismael Rodero Monteagudo",79.5,60,"Panel","06-2018"
10001129,"TAQUERIA EL CHINITO",76001,381,"Luis Jaime Urbano",95.25,30,"Panel","06-2018"
10001130,"UBIQUO LABS",76002,1342,"Juan Francisco Portillo Gomez",335.5,90,"Camion Grande","06-2018"
10001131,"EL GALLO NEGRO |||DEVOLUCION",76002,1985,"Pedro Alvarez Parejo",496.25,90,"Camion Grande","06-2018"
10001132,"TAQUERIA EL CHINITO",76001,273,"Luis Jaime Urbano",68.25,60,"Panel","06-2018"
10001133,"POLLO PINULITO|||FALTANTE",76001,1008,"Ismael Rodero Monteagudo",252,60,"Camion Grande","06-2018"
10001134,"TAQUERIA EL CHINITO",76002,633,"Ismael Rodero Monteagudo",158.25,30,"Camion Pequeño","06-2018"
10001135,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1694,"Juan Francisco Portillo Gomez",423.5,30,"Camion Grande","06-2018"
10001136,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,359,"Felipe Villatoro",89.75,30,"Panel","06-2018"
10001137,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,282,"Angel Valdez Alegria",70.5,60,"Panel","06-2018"
10001138,"EL PINCHE OBELISCO / Despacho a cliente",76002,266,"Fernando Mariano Berrio",66.5,30,"Panel","06-2018"
10001139,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1095,"Pedro Alvarez Parejo",273.75,90,"Camion Grande","06-2018"
10001140,"HOSPITAL LAS AMERICAS",76001,1468,"Ismael Rodero Monteagudo",367,30,"Camion Grande","06-2018"
10001141,"BAR LA OFICINA",76002,370,"Fernando Mariano Berrio",92.5,30,"Panel","06-2018"
10001142,"TAQUERIA EL CHINITO",76001,1561,"Ismael Rodero Monteagudo",390.25,30,"Camion Grande","06-2018"
10001143,"UBIQUO LABS",76001,918,"Ismael Rodero Monteagudo",229.5,30,"Camion Pequeño","06-2018"
10001144,"EL GALLO NEGRO / Despacho a cliente",76001,1771,"Luis Jaime Urbano",442.75,30,"Camion Grande","06-2018"
10001145,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1872,"Hector Aragones Frutos",468,90,"Camion Grande","06-2018"
10001146,"EL PINCHE OBELISCO / Despacho a cliente",76001,860,"Hector Giron",215,60,"Camion Pequeño","06-2018"
10001147,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1270,"Angel Valdez Alegria",317.5,60,"Camion Grande","06-2018"
10001148,"TAQUERIA EL CHINITO",76002,1260,"Hector Aragones Frutos",315,90,"Camion Grande","06-2018"
10001149,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76002,1762,"Luis Jaime Urbano",440.5,90,"Camion Grande","06-2018"
10001150,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,1680,"Hector Aragones Frutos",420,30,"Camion Grande","06-2018"
10001151,"TAQUERIA EL CHINITO |||Faltante",76001,973,"Hector Aragones Frutos",243.25,90,"Camion Pequeño","06-2018"
10001152,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,1060,"Fernando Mariano Berrio",265,60,"Camion Grande","06-2018"
10001153,"POLLO PINULITO/Despacho a cliente",76001,831,"Luis Jaime Urbano",207.75,30,"Camion Pequeño","06-2018"
10001154,"UBIQUO LABS |||FALTANTE",76001,864,"Hector Giron",216,90,"Camion Pequeño","06-2018"
10001155,"EL PINCHE OBELISCO |||Faltante",76001,1564,"Felipe Villatoro",391,30,"Camion Grande","06-2018"
10001156,"EL PINCHE OBELISCO |||Faltante",76001,210,"Luis Jaime Urbano",52.5,60,"Panel","06-2018"
10001157,"EL PINCHE OBELISCO |||Faltante",76001,474,"Angel Valdez Alegria",118.5,90,"Panel","06-2018"
10001158,"TIENDA LA BENDICION / Despacho a cliente",76001,1484,"Pedro Alvarez Parejo",371,30,"Camion Grande","06-2018"
10001159,"EL PINCHE OBELISCO |||Faltante",76002,668,"Luis Jaime Urbano",167,60,"Camion Pequeño","06-2018"
10001160,"EL GALLO NEGRO / Despacho a cliente",76001,949,"Hector Giron",237.25,30,"Camion Pequeño","06-2018"
10001161,"EL GALLO NEGRO / Despacho a cliente",76002,1057,"Hector Aragones Frutos",264.25,30,"Camion Grande","06-2018"
10001162,"HOSPITAL LAS AMERICAS",76001,558,"Juan Francisco Portillo Gomez",139.5,60,"Camion Pequeño","06-2018"
10001163,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,237,"Hector Giron",59.25,90,"Panel","06-2018"
10001164,"TAQUERIA EL CHINITO |||Faltante",76002,549,"Fernando Mariano Berrio",137.25,60,"Camion Pequeño","06-2018"
10001165,"EL PINCHE OBELISCO / Despacho a cliente",76001,530,"Luis Jaime Urbano",132.5,60,"Camion Pequeño","06-2018"
10001166,"EL PINCHE OBELISCO / Despacho a cliente",76002,453,"Felipe Villatoro",113.25,90,"Panel","06-2018"
10001167,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,616,"Fernando Mariano Berrio",154,60,"Camion Pequeño","06-2018"
10001168,"EL PINCHE OBELISCO / Despacho a cliente",76001,1973,"Hector Aragones Frutos",493.25,30,"Camion Grande","06-2018"
10001169,"BAR LA OFICINA",76001,862,"Angel Valdez Alegria",215.5,60,"Camion Pequeño","06-2018"
10001170,"POLLO PINULITO|||FALTANTE",76001,1641,"Angel Valdez Alegria",410.25,90,"Camion Grande","06-2018"
10001171,"UBIQUO LABS",76001,1795,"Felipe Villatoro",448.75,90,"Camion Grande","06-2018"
10001172,"UBIQUO LABS",76002,1951,"Luis Jaime Urbano",487.75,60,"Camion Grande","06-2018"
10001173,"UBIQUO LABS",76001,358,"Ismael Rodero Monteagudo",89.5,60,"Panel","06-2018"
10001174,"HOSPITAL LAS AMERICAS",76002,426,"Pedro Alvarez Parejo",106.5,30,"Panel","06-2018"
10001175,"EL PINCHE OBELISCO |||Faltante",76002,1330,"Juan Francisco Portillo Gomez",332.5,90,"Camion Grande","06-2018"
10001176,"BAR LA OFICINA",76001,1595,"Ismael Rodero Monteagudo",398.75,90,"Camion Grande","06-2018"
10001177,"UBIQUO LABS |||FALTANTE",76002,294,"Angel Valdez Alegria",73.5,90,"Panel","06-2018"
10001178,"EL PINCHE OBELISCO |||Faltante",76002,668,"Juan Francisco Portillo Gomez",167,30,"Camion Pequeño","06-2018"
10001179,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76002,256,"Juan Francisco Portillo Gomez",64,30,"Panel","06-2018"
10001180,"UBIQUO LABS |||FALTANTE",76001,1959,"Felipe Villatoro",489.75,30,"Camion Grande","06-2018"
10001181,"HOSPITAL ROOSEVELT / Despacho a cliente",76001,1970,"Fernando Mariano Berrio",492.5,30,"Camion Grande","06-2018"
10001182,"HOSPITAL LAS AMERICAS",76001,1367,"Hector Aragones Frutos",341.75,90,"Camion Grande","06-2018"
10001183,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1391,"Angel Valdez Alegria",347.75,60,"Camion Grande","06-2018"
10001184,"POLLO PINULITO/Despacho a cliente",76001,344,"Pedro Alvarez Parejo",86,60,"Panel","06-2018"
10001185,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,633,"Felipe Villatoro",158.25,30,"Camion Pequeño","06-2018"
10001186,"EL GALLO NEGRO / Despacho a cliente",76001,1085,"Fernando Mariano Berrio",271.25,60,"Camion Grande","07-2018"
10001187,"TIENDA LA BENDICION / Despacho a cliente",76001,1212,"Angel Valdez Alegria",303,60,"Camion Grande","07-2018"
10001188,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,899,"Hector Aragones Frutos",224.75,30,"Camion Pequeño","07-2018"
10001189,"TIENDA LA BENDICION / Despacho a cliente",76001,1562,"Fernando Mariano Berrio",390.5,30,"Camion Grande","07-2018"
10001190,"BAR LA OFICINA",76002,1113,"Angel Valdez Alegria",278.25,30,"Camion Grande","07-2018"
10001191,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,446,"Pedro Alvarez Parejo",111.5,30,"Panel","07-2018"
10001192,"UBIQUO LABS",76002,1517,"Luis Jaime Urbano",379.25,90,"Camion Grande","07-2018"
10001193,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,570,"Hector Giron",142.5,60,"Camion Pequeño","07-2018"
10001194,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1619,"Pedro Alvarez Parejo",404.75,60,"Camion Grande","07-2018"
10001195,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,213,"Ismael Rodero Monteagudo",53.25,30,"Panel","07-2018"
10001196,"TAQUERIA EL CHINITO",76001,318,"Ismael Rodero Monteagudo",79.5,30,"Panel","07-2018"
10001197,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,956,"Angel Valdez Alegria",239,30,"Camion Pequeño","07-2018"
10001198,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,948,"Hector Giron",237,30,"Camion Pequeño","07-2018"
10001199,"TAQUERIA EL CHINITO |||Faltante",76001,447,"Juan Francisco Portillo Gomez",111.75,60,"Panel","07-2018"
10001200,"HOSPITAL LAS AMERICAS",76001,1752,"Felipe Villatoro",438,60,"Camion Grande","07-2018"
10001201,"UBIQUO LABS |||FALTANTE",76001,247,"Felipe Villatoro",61.75,30,"Panel","07-2018"
10001202,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,627,"Angel Valdez Alegria",156.75,90,"Camion Pequeño","07-2018"
10001203,"TAQUERIA EL CHINITO",76002,1334,"Angel Valdez Alegria",333.5,90,"Camion Grande","07-2018"
10001204,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1297,"Hector Giron",324.25,30,"Camion Grande","07-2018"
10001205,"UBIQUO LABS |||FALTANTE",76001,518,"Angel Valdez Alegria",129.5,30,"Camion Pequeño","07-2018"
10001206,"EL PINCHE OBELISCO |||Faltante",76002,1162,"Juan Francisco Portillo Gomez",290.5,90,"Camion Grande","07-2018"
10001207,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1088,"Pedro Alvarez Parejo",272,30,"Camion Grande","07-2018"
10001208,"POLLO PINULITO/Despacho a cliente",76001,994,"Fernando Mariano Berrio",248.5,90,"Camion Pequeño","07-2018"
10001209,"TAQUERIA EL CHINITO |||Faltante",76002,1368,"Felipe Villatoro",342,90,"Camion Grande","07-2018"
10001210,"EL GALLO NEGRO / Despacho a cliente",76002,1839,"Felipe Villatoro",459.75,30,"Camion Grande","07-2018"
10001211,"EL PINCHE OBELISCO / Despacho a cliente",76002,1574,"Felipe Villatoro",393.5,30,"Camion Grande","07-2018"
10001212,"HOSPITAL LAS AMERICAS",76002,259,"Angel Valdez Alegria",64.75,60,"Panel","07-2018"
10001213,"TAQUERIA EL CHINITO",76001,267,"Ismael Rodero Monteagudo",66.75,30,"Panel","07-2018"
10001214,"POLLO PINULITO|||FALTANTE",76001,1794,"Hector Aragones Frutos",448.5,30,"Camion Grande","07-2018"
10001215,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,855,"Pedro Alvarez Parejo",213.75,60,"Camion Pequeño","07-2018"
10001216,"EL PINCHE OBELISCO / Despacho a cliente",76001,1322,"Ismael Rodero Monteagudo",330.5,60,"Camion Grande","07-2018"
10001217,"TIENDA LA BENDICION / Despacho a cliente",76001,1696,"Hector Giron",424,60,"Camion Grande","07-2018"
10001218,"POLLO PINULITO/Despacho a cliente",76002,1532,"Ismael Rodero Monteagudo",383,30,"Camion Grande","07-2018"
10001219,"TAQUERIA EL CHINITO |||Faltante",76001,1769,"Fernando Mariano Berrio",442.25,90,"Camion Grande","07-2018"
10001220,"EL GALLO NEGRO |||DEVOLUCION",76002,1864,"Felipe Villatoro",466,30,"Camion Grande","07-2018"
10001221,"POLLO PINULITO|||FALTANTE",76001,225,"Hector Giron",56.25,60,"Panel","07-2018"
10001222,"BAR LA OFICINA",76002,1434,"Luis Jaime Urbano",358.5,30,"Camion Grande","07-2018"
10001223,"UBIQUO LABS |||FALTANTE",76002,836,"Luis Jaime Urbano",209,90,"Camion Pequeño","07-2018"
10001224,"HOSPITAL LAS AMERICAS",76001,1703,"Luis Jaime Urbano",425.75,90,"Camion Grande","07-2018"
10001225,"TIENDA LA BENDICION / Despacho a cliente",76001,1369,"Juan Francisco Portillo Gomez",342.25,30,"Camion Grande","07-2018"
10001226,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1577,"Ismael Rodero Monteagudo",394.25,60,"Camion Grande","07-2018"
10001227,"EL PINCHE OBELISCO |||Faltante",76002,778,"Hector Aragones Frutos",194.5,30,"Camion Pequeño","07-2018"
10001228,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,1451,"Juan Francisco Portillo Gomez",362.75,60,"Camion Grande","07-2018"
10001229,"TIENDA LA BENDICION / Despacho a cliente",76001,784,"Pedro Alvarez Parejo",196,90,"Camion Pequeño","07-2018"
10001230,"EL PINCHE OBELISCO / Despacho a cliente",76001,206,"Ismael Rodero Monteagudo",51.5,30,"Panel","07-2018"
10001231,"TAQUERIA EL CHINITO |||Faltante",76002,269,"Fernando Mariano Berrio",67.25,30,"Panel","07-2018"
10001232,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,562,"Pedro Alvarez Parejo",140.5,30,"Camion Pequeño","07-2018"
10001233,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1251,"Fernando Mariano Berrio",312.75,60,"Camion Grande","07-2018"
10001234,"TIENDA LA BENDICION / Despacho a cliente",76001,1031,"Juan Francisco Portillo Gomez",257.75,90,"Camion Grande","07-2018"
10001235,"POLLO PINULITO/Despacho a cliente",76001,663,"Ismael Rodero Monteagudo",165.75,60,"Camion Pequeño","07-2018"
10001236,"UBIQUO LABS |||FALTANTE",76002,1852,"Juan Francisco Portillo Gomez",463,30,"Camion Grande","07-2018"
10001237,"TAQUERIA EL CHINITO",76001,847,"Fernando Mariano Berrio",211.75,30,"Camion Pequeño","07-2018"
10001238,"EL GALLO NEGRO |||DEVOLUCION",76002,1144,"Pedro Alvarez Parejo",286,30,"Camion Grande","07-2018"
10001239,"POLLO PINULITO/Despacho a cliente",76002,1564,"Luis Jaime Urbano",391,30,"Camion Grande","07-2018"
10001240,"EL GALLO NEGRO / Despacho a cliente",76002,1349,"Felipe Villatoro",337.25,60,"Camion Grande","07-2018"
10001241,"UBIQUO LABS",76001,467,"Hector Giron",116.75,60,"Panel","07-2018"
10001242,"POLLO PINULITO|||FALTANTE",76001,1353,"Angel Valdez Alegria",338.25,90,"Camion Grande","07-2018"
10001243,"EL PINCHE OBELISCO / Despacho a cliente",76001,1122,"Juan Francisco Portillo Gomez",280.5,90,"Camion Grande","07-2018"
10001244,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,357,"Juan Francisco Portillo Gomez",89.25,30,"Panel","07-2018"
10001245,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,921,"Hector Giron",230.25,90,"Camion Pequeño","07-2018"
10001246,"TAQUERIA EL CHINITO |||Faltante",76001,520,"Felipe Villatoro",130,30,"Camion Pequeño","07-2018"
10001247,"POLLO PINULITO|||FALTANTE",76002,1144,"Ismael Rodero Monteagudo",286,30,"Camion Grande","07-2018"
10001248,"EL GALLO NEGRO / Despacho a cliente",76002,808,"Fernando Mariano Berrio",202,30,"Camion Pequeño","07-2018"
10001249,"EL PINCHE OBELISCO / Despacho a cliente",76001,1627,"Luis Jaime Urbano",406.75,60,"Camion Grande","07-2018"
10001250,"UBIQUO LABS |||FALTANTE",76001,665,"Hector Aragones Frutos",166.25,90,"Camion Pequeño","07-2018"
10001251,"EL PINCHE OBELISCO |||Faltante",76002,1793,"Felipe Villatoro",448.25,30,"Camion Grande","07-2018"
10001252,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1393,"Hector Giron",348.25,30,"Camion Grande","07-2018"
10001253,"BAR LA OFICINA",76001,625,"Juan Francisco Portillo Gomez",156.25,90,"Camion Pequeño","07-2018"
